"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","EMPINDUS","AGR","THND_PER","A","2005",2439.175,
"POL","EMPINDUS","AGR","THND_PER","A","2006",2293.65,
"POL","EMPINDUS","AGR","THND_PER","A","2007",2239.15,
"POL","EMPINDUS","AGR","THND_PER","A","2008",2206.25,
"POL","EMPINDUS","AGR","THND_PER","A","2009",2106.925,"B"
"POL","EMPINDUS","AGR","THND_PER","A","2010",2018.5,
"POL","EMPINDUS","AGR","THND_PER","A","2011",2008.075,
"POL","EMPINDUS","AGR","THND_PER","A","2012",1960.25,
"POL","EMPINDUS","AGR","THND_PER","A","2013",1867,
"POL","EMPINDUS","AGR","THND_PER","A","2014",1819.45,
"POL","EMPINDUS","AGR","THND_PER","A","2015",1849.425,
"POL","EMPINDUS","AGR","THND_PER","A","2016",1707.8,
"POL","EMPINDUS","AGR","THND_PER","A","2017",1672.175,
"POL","EMPINDUS","AGR","THND_PER","A","2018",1577.725,
"POL","EMPINDUS","AGR","THND_PER","A","2019",1498.5,
"POL","EMPINDUS","AGR","THND_PER","A","2020",1567.975,
"PRT","EMPINDUS","AGR","THND_PER","A","1998",628.85,
"PRT","EMPINDUS","AGR","THND_PER","A","1999",600.7,
"PRT","EMPINDUS","AGR","THND_PER","A","2000",615.175,
"PRT","EMPINDUS","AGR","THND_PER","A","2001",631.95,"B"
"PRT","EMPINDUS","AGR","THND_PER","A","2002",615.975,
"PRT","EMPINDUS","AGR","THND_PER","A","2003",623.575,
"PRT","EMPINDUS","AGR","THND_PER","A","2004",596.725,"B"
"PRT","EMPINDUS","AGR","THND_PER","A","2005",587.55,
"PRT","EMPINDUS","AGR","THND_PER","A","2006",587.725,
"PRT","EMPINDUS","AGR","THND_PER","A","2007",584.325,
"PRT","EMPINDUS","AGR","THND_PER","A","2008",585.325,
"PRT","EMPINDUS","AGR","THND_PER","A","2009",568.775,
"PRT","EMPINDUS","AGR","THND_PER","A","2010",548.525,"B"
"PRT","EMPINDUS","AGR","THND_PER","A","2011",483.925,
"PRT","EMPINDUS","AGR","THND_PER","A","2012",491.4,
"PRT","EMPINDUS","AGR","THND_PER","A","2013",453.1,
"PRT","EMPINDUS","AGR","THND_PER","A","2014",389.125,
"PRT","EMPINDUS","AGR","THND_PER","A","2015",342.525,
"PRT","EMPINDUS","AGR","THND_PER","A","2016",318.375,
"PRT","EMPINDUS","AGR","THND_PER","A","2017",304.45,
"PRT","EMPINDUS","AGR","THND_PER","A","2018",294.15,
"PRT","EMPINDUS","AGR","THND_PER","A","2019",270.125,
"PRT","EMPINDUS","AGR","THND_PER","A","2020",258.675,
"SVK","EMPINDUS","AGR","THND_PER","A","1994",214.425,
"SVK","EMPINDUS","AGR","THND_PER","A","1995",197.225,
"SVK","EMPINDUS","AGR","THND_PER","A","1996",197.95,
"SVK","EMPINDUS","AGR","THND_PER","A","1997",202.275,
"SVK","EMPINDUS","AGR","THND_PER","A","1998",181.4,"B"
"SVK","EMPINDUS","AGR","THND_PER","A","1999",157.15,
"SVK","EMPINDUS","AGR","THND_PER","A","2000",139.75,
"SVK","EMPINDUS","AGR","THND_PER","A","2001",130.55,
"SVK","EMPINDUS","AGR","THND_PER","A","2002",131.35,
"SVK","EMPINDUS","AGR","THND_PER","A","2003",125.275,
"SVK","EMPINDUS","AGR","THND_PER","A","2004",109.775,"B"
"SVK","EMPINDUS","AGR","THND_PER","A","2005",105.05,
"SVK","EMPINDUS","AGR","THND_PER","A","2006",100.9,
"SVK","EMPINDUS","AGR","THND_PER","A","2007",99.275,
"SVK","EMPINDUS","AGR","THND_PER","A","2008",96.275,"B"
"SVK","EMPINDUS","AGR","THND_PER","A","2009",84.9,
"SVK","EMPINDUS","AGR","THND_PER","A","2010",74.95,"B"
"SVK","EMPINDUS","AGR","THND_PER","A","2011",71.25,
"SVK","EMPINDUS","AGR","THND_PER","A","2012",75.35,
"SVK","EMPINDUS","AGR","THND_PER","A","2013",77.075,
"SVK","EMPINDUS","AGR","THND_PER","A","2014",82.65,
"SVK","EMPINDUS","AGR","THND_PER","A","2015",77.075,
"SVK","EMPINDUS","AGR","THND_PER","A","2016",71.95,
"SVK","EMPINDUS","AGR","THND_PER","A","2017",68.525,
"SVK","EMPINDUS","AGR","THND_PER","A","2018",58.875,
"SVK","EMPINDUS","AGR","THND_PER","A","2019",71.975,
"SVK","EMPINDUS","AGR","THND_PER","A","2020",65.325,
"ESP","EMPINDUS","AGR","THND_PER","A","1998",1026.525,
"ESP","EMPINDUS","AGR","THND_PER","A","1999",989.55,
"ESP","EMPINDUS","AGR","THND_PER","A","2000",964.625,"B"
"ESP","EMPINDUS","AGR","THND_PER","A","2001",981.825,
"ESP","EMPINDUS","AGR","THND_PER","A","2002",940.725,
"ESP","EMPINDUS","AGR","THND_PER","A","2003",942.85,
"ESP","EMPINDUS","AGR","THND_PER","A","2004",937.575,"B"
"ESP","EMPINDUS","AGR","THND_PER","A","2005",940.625,
"ESP","EMPINDUS","AGR","THND_PER","A","2006",892.95,
"ESP","EMPINDUS","AGR","THND_PER","A","2007",873.35,
"ESP","EMPINDUS","AGR","THND_PER","A","2008",828.175,
"ESP","EMPINDUS","AGR","THND_PER","A","2009",788.125,
"ESP","EMPINDUS","AGR","THND_PER","A","2010",786.075,
"ESP","EMPINDUS","AGR","THND_PER","A","2011",755.25,
"ESP","EMPINDUS","AGR","THND_PER","A","2012",743.375,
"ESP","EMPINDUS","AGR","THND_PER","A","2013",736.575,
"ESP","EMPINDUS","AGR","THND_PER","A","2014",735.85,
"ESP","EMPINDUS","AGR","THND_PER","A","2015",736.75,
"ESP","EMPINDUS","AGR","THND_PER","A","2016",774.525,
"ESP","EMPINDUS","AGR","THND_PER","A","2017",819.5,
"ESP","EMPINDUS","AGR","THND_PER","A","2018",812.575,
"ESP","EMPINDUS","AGR","THND_PER","A","2019",797.275,
"ESP","EMPINDUS","AGR","THND_PER","A","2020",765.35,
"SWE","EMPINDUS","AGR","THND_PER","A","2001",108.05,
"SWE","EMPINDUS","AGR","THND_PER","A","2002",103.9,
"SWE","EMPINDUS","AGR","THND_PER","A","2003",105.825,
"SWE","EMPINDUS","AGR","THND_PER","A","2004",105.65,"B"
"SWE","EMPINDUS","AGR","THND_PER","A","2005",98.825,"B"
"SWE","EMPINDUS","AGR","THND_PER","A","2006",95.9,
"SWE","EMPINDUS","AGR","THND_PER","A","2007",99.175,"B"
"SWE","EMPINDUS","AGR","THND_PER","A","2008",97,
"SWE","EMPINDUS","AGR","THND_PER","A","2009",97.6,
"SWE","EMPINDUS","AGR","THND_PER","A","2010",94.8,
"SWE","EMPINDUS","AGR","THND_PER","A","2011",91.625,
"SWE","EMPINDUS","AGR","THND_PER","A","2012",95.425,
"SWE","EMPINDUS","AGR","THND_PER","A","2013",95.15,
"SWE","EMPINDUS","AGR","THND_PER","A","2014",93.7,
"SWE","EMPINDUS","AGR","THND_PER","A","2015",97.9,
"SWE","EMPINDUS","AGR","THND_PER","A","2016",92.025,
"SWE","EMPINDUS","AGR","THND_PER","A","2017",91.45,
"SWE","EMPINDUS","AGR","THND_PER","A","2018",87.875,"B"
"SWE","EMPINDUS","AGR","THND_PER","A","2019",86.225,
"SWE","EMPINDUS","AGR","THND_PER","A","2020",86.95,
"CHE","EMPINDUS","AGR","THND_PER","A","2005",154.1,
"CHE","EMPINDUS","AGR","THND_PER","A","2006",153.1,
"CHE","EMPINDUS","AGR","THND_PER","A","2007",163.6,
"CHE","EMPINDUS","AGR","THND_PER","A","2008",140,
"CHE","EMPINDUS","AGR","THND_PER","A","2009",131.2,"B"
"CHE","EMPINDUS","AGR","THND_PER","A","2010",138.9,
"CHE","EMPINDUS","AGR","THND_PER","A","2011",144.45,
"CHE","EMPINDUS","AGR","THND_PER","A","2012",147.775,
"CHE","EMPINDUS","AGR","THND_PER","A","2013",149.575,
"CHE","EMPINDUS","AGR","THND_PER","A","2014",154.825,
"CHE","EMPINDUS","AGR","THND_PER","A","2015",151.9,
"CHE","EMPINDUS","AGR","THND_PER","A","2016",150.775,
"CHE","EMPINDUS","AGR","THND_PER","A","2017",140.7,
"CHE","EMPINDUS","AGR","THND_PER","A","2018",138.55,
"CHE","EMPINDUS","AGR","THND_PER","A","2019",119.425,
"CHE","EMPINDUS","AGR","THND_PER","A","2020",118.375,
"TUR","EMPINDUS","AGR","THND_PER","A","2006",4893.825,
"TUR","EMPINDUS","AGR","THND_PER","A","2007",4847.225,
"TUR","EMPINDUS","AGR","THND_PER","A","2008",4994.175,
"TUR","EMPINDUS","AGR","THND_PER","A","2009",4881.15,
"TUR","EMPINDUS","AGR","THND_PER","A","2010",5355.45,
"TUR","EMPINDUS","AGR","THND_PER","A","2011",5822.05,
"TUR","EMPINDUS","AGR","THND_PER","A","2012",5846.4,
"TUR","EMPINDUS","AGR","THND_PER","A","2013",5850.1,"B"
"TUR","EMPINDUS","AGR","THND_PER","A","2014",5467.525,
"TUR","EMPINDUS","AGR","THND_PER","A","2015",5431.85,
"TUR","EMPINDUS","AGR","THND_PER","A","2016",5307.325,
"TUR","EMPINDUS","AGR","THND_PER","A","2017",5465.575,
"TUR","EMPINDUS","AGR","THND_PER","A","2018",5295.825,
"TUR","EMPINDUS","AGR","THND_PER","A","2019",5084.875,
"TUR","EMPINDUS","AGR","THND_PER","A","2020",4705.5,
"GBR","EMPINDUS","AGR","THND_PER","A","1997",409.412,
"GBR","EMPINDUS","AGR","THND_PER","A","1998",368.0995,
"GBR","EMPINDUS","AGR","THND_PER","A","1999",337.7275,
"GBR","EMPINDUS","AGR","THND_PER","A","2000",330.1339,
"GBR","EMPINDUS","AGR","THND_PER","A","2001",300.5088,
"GBR","EMPINDUS","AGR","THND_PER","A","2002",273.2931,
"GBR","EMPINDUS","AGR","THND_PER","A","2003",270.0069,
"GBR","EMPINDUS","AGR","THND_PER","A","2004",267.3015,
"GBR","EMPINDUS","AGR","THND_PER","A","2005",285.7318,
"GBR","EMPINDUS","AGR","THND_PER","A","2006",284.1674,
"GBR","EMPINDUS","AGR","THND_PER","A","2007",296.7392,
"GBR","EMPINDUS","AGR","THND_PER","A","2008",318.6972,
"GBR","EMPINDUS","AGR","THND_PER","A","2009",321.2845,
"GBR","EMPINDUS","AGR","THND_PER","A","2010",353.2013,
"GBR","EMPINDUS","AGR","THND_PER","A","2011",356.323,
"GBR","EMPINDUS","AGR","THND_PER","A","2012",349.8045,
"GBR","EMPINDUS","AGR","THND_PER","A","2013",314.4962,
"GBR","EMPINDUS","AGR","THND_PER","A","2014",383.8845,
"GBR","EMPINDUS","AGR","THND_PER","A","2015",355.079,
"GBR","EMPINDUS","AGR","THND_PER","A","2016",355.0917,
"GBR","EMPINDUS","AGR","THND_PER","A","2017",370.6325,
"GBR","EMPINDUS","AGR","THND_PER","A","2018",345.245,
"GBR","EMPINDUS","AGR","THND_PER","A","2019",342.38,
"GBR","EMPINDUS","AGR","THND_PER","A","2020",319.4391,
"USA","EMPINDUS","AGR","THND_PER","A","1979",3347.667,
"USA","EMPINDUS","AGR","THND_PER","A","1980",3364.333,
"USA","EMPINDUS","AGR","THND_PER","A","1981",3367.5,
"USA","EMPINDUS","AGR","THND_PER","A","1982",3401.417,
"USA","EMPINDUS","AGR","THND_PER","A","1983",3383.167,
"USA","EMPINDUS","AGR","THND_PER","A","1984",3320.75,
"USA","EMPINDUS","AGR","THND_PER","A","1985",3178.917,
"USA","EMPINDUS","AGR","THND_PER","A","1986",3162.917,
"USA","EMPINDUS","AGR","THND_PER","A","1987",3208.333,
"USA","EMPINDUS","AGR","THND_PER","A","1988",3168.75,
"USA","EMPINDUS","AGR","THND_PER","A","1989",3194.417,
"USA","EMPINDUS","AGR","THND_PER","A","1990",3223.417,
"USA","EMPINDUS","AGR","THND_PER","A","1991",3269,
"USA","EMPINDUS","AGR","THND_PER","A","1992",3246.833,
"USA","EMPINDUS","AGR","THND_PER","A","1993",3115.333,
"USA","EMPINDUS","AGR","THND_PER","A","1994",3408.75,
"USA","EMPINDUS","AGR","THND_PER","A","1995",3439.917,
"USA","EMPINDUS","AGR","THND_PER","A","1996",3443.5,
"USA","EMPINDUS","AGR","THND_PER","A","1997",3398.5,
"USA","EMPINDUS","AGR","THND_PER","A","1998",3378.333,
"USA","EMPINDUS","AGR","THND_PER","A","1999",3280.75,
"USA","EMPINDUS","AGR","THND_PER","A","2000",2463.5,
"USA","EMPINDUS","AGR","THND_PER","A","2001",2298.667,
"USA","EMPINDUS","AGR","THND_PER","A","2002",2310.667,
"USA","EMPINDUS","AGR","THND_PER","A","2003",2275.417,
"USA","EMPINDUS","AGR","THND_PER","A","2004",2232.333,
"USA","EMPINDUS","AGR","THND_PER","A","2005",2197.25,
"USA","EMPINDUS","AGR","THND_PER","A","2006",2206.417,
"USA","EMPINDUS","AGR","THND_PER","A","2007",2094.667,
"USA","EMPINDUS","AGR","THND_PER","A","2008",2167.917,
"USA","EMPINDUS","AGR","THND_PER","A","2009",2103.083,
"USA","EMPINDUS","AGR","THND_PER","A","2010",2206,
"USA","EMPINDUS","AGR","THND_PER","A","2011",2254.25,
"USA","EMPINDUS","AGR","THND_PER","A","2012",2186.25,
"USA","EMPINDUS","AGR","THND_PER","A","2013",2129.833,
"USA","EMPINDUS","AGR","THND_PER","A","2014",2236.917,
"USA","EMPINDUS","AGR","THND_PER","A","2015",2422.167,
"USA","EMPINDUS","AGR","THND_PER","A","2016",2459.917,
"USA","EMPINDUS","AGR","THND_PER","A","2017",2454.167,
"USA","EMPINDUS","AGR","THND_PER","A","2018",2424.5,
"USA","EMPINDUS","AGR","THND_PER","A","2019",2424.5,
"USA","EMPINDUS","AGR","THND_PER","A","2020",2348.417,
"CHL","EMPINDUS","AGR","THND_PER","A","1986",745.1475,
"CHL","EMPINDUS","AGR","THND_PER","A","1987",789.225,
"CHL","EMPINDUS","AGR","THND_PER","A","1988",829.465,
"CHL","EMPINDUS","AGR","THND_PER","A","1989",832.9525,
"CHL","EMPINDUS","AGR","THND_PER","A","1990",843.66,
"CHL","EMPINDUS","AGR","THND_PER","A","1991",848.9725,
"CHL","EMPINDUS","AGR","THND_PER","A","1992",863.9375,
"CHL","EMPINDUS","AGR","THND_PER","A","1993",847.8775,
"CHL","EMPINDUS","AGR","THND_PER","A","1994",824.02,
"CHL","EMPINDUS","AGR","THND_PER","A","1995",805.6225,
"CHL","EMPINDUS","AGR","THND_PER","A","1996",789.335,
"CHL","EMPINDUS","AGR","THND_PER","A","1997",751.6925,
"CHL","EMPINDUS","AGR","THND_PER","A","1998",761.936,
"CHL","EMPINDUS","AGR","THND_PER","A","1999",756.6794,
"CHL","EMPINDUS","AGR","THND_PER","A","2000",764.9136,
"CHL","EMPINDUS","AGR","THND_PER","A","2001",741.705,
"CHL","EMPINDUS","AGR","THND_PER","A","2002",754.7736,
"CHL","EMPINDUS","AGR","THND_PER","A","2003",792.2612,
"CHL","EMPINDUS","AGR","THND_PER","A","2004",808.314,
"CHL","EMPINDUS","AGR","THND_PER","A","2005",819.9449,
"CHL","EMPINDUS","AGR","THND_PER","A","2006",789.8474,
"CHL","EMPINDUS","AGR","THND_PER","A","2007",773.9423,
"CHL","EMPINDUS","AGR","THND_PER","A","2008",764.2108,
"CHL","EMPINDUS","AGR","THND_PER","A","2009",736.5148,
"CHL","EMPINDUS","AGR","THND_PER","A","2010",756.227,
"CHL","EMPINDUS","AGR","THND_PER","A","2011",768.2858,
"CHL","EMPINDUS","AGR","THND_PER","A","2012",761.2393,
"CHL","EMPINDUS","AGR","THND_PER","A","2013",682.8081,
"CHL","EMPINDUS","AGR","THND_PER","A","2014",674.8522,
"CHL","EMPINDUS","AGR","THND_PER","A","2015",680.9555,
"CHL","EMPINDUS","AGR","THND_PER","A","2016",694.874,
"CHL","EMPINDUS","AGR","THND_PER","A","2017",696.2369,
"CHL","EMPINDUS","AGR","THND_PER","A","2018",696.7207,
"CHL","EMPINDUS","AGR","THND_PER","A","2019",687.9207,
"CHL","EMPINDUS","AGR","THND_PER","A","2020",549.3586,
"EST","EMPINDUS","AGR","THND_PER","A","1998",57,
"EST","EMPINDUS","AGR","THND_PER","A","1999",50,
"EST","EMPINDUS","AGR","THND_PER","A","2000",41.225,
"EST","EMPINDUS","AGR","THND_PER","A","2001",40,
"EST","EMPINDUS","AGR","THND_PER","A","2002",40.7,
"EST","EMPINDUS","AGR","THND_PER","A","2003",36.725,
"EST","EMPINDUS","AGR","THND_PER","A","2004",35,"B"
"EST","EMPINDUS","AGR","THND_PER","A","2005",32.175,
"EST","EMPINDUS","AGR","THND_PER","A","2006",32.125,
"EST","EMPINDUS","AGR","THND_PER","A","2007",30.9,
"EST","EMPINDUS","AGR","THND_PER","A","2008",25.525,
"EST","EMPINDUS","AGR","THND_PER","A","2009",24.075,
"EST","EMPINDUS","AGR","THND_PER","A","2010",23.9,
"EST","EMPINDUS","AGR","THND_PER","A","2011",26.6,
"EST","EMPINDUS","AGR","THND_PER","A","2012",27.6,
"EST","EMPINDUS","AGR","THND_PER","A","2013",26.45,
"EST","EMPINDUS","AGR","THND_PER","A","2014",24.1,
"EST","EMPINDUS","AGR","THND_PER","A","2015",24.975,
"EST","EMPINDUS","AGR","THND_PER","A","2016",25.025,
"EST","EMPINDUS","AGR","THND_PER","A","2017",23.125,
"EST","EMPINDUS","AGR","THND_PER","A","2018",21.9,
"EST","EMPINDUS","AGR","THND_PER","A","2019",21.275,
"EST","EMPINDUS","AGR","THND_PER","A","2020",19.45,
"ISR","EMPINDUS","AGR","THND_PER","A","1995",57.375,
"ISR","EMPINDUS","AGR","THND_PER","A","1996",51,
"ISR","EMPINDUS","AGR","THND_PER","A","1997",48.9,
"ISR","EMPINDUS","AGR","THND_PER","A","1998",47.5,
"ISR","EMPINDUS","AGR","THND_PER","A","1999",49.6,
"ISR","EMPINDUS","AGR","THND_PER","A","2000",47.95,
"ISR","EMPINDUS","AGR","THND_PER","A","2001",45.1,
"ISR","EMPINDUS","AGR","THND_PER","A","2002",44.875,
"ISR","EMPINDUS","AGR","THND_PER","A","2003",43.325,
"ISR","EMPINDUS","AGR","THND_PER","A","2004",49,
"ISR","EMPINDUS","AGR","THND_PER","A","2005",49.975,
"ISR","EMPINDUS","AGR","THND_PER","A","2006",45.125,
"ISR","EMPINDUS","AGR","THND_PER","A","2007",43.25,
"ISR","EMPINDUS","AGR","THND_PER","A","2008",47.85,
"ISR","EMPINDUS","AGR","THND_PER","A","2009",47.975,
"ISR","EMPINDUS","AGR","THND_PER","A","2010",47.8,
"ISR","EMPINDUS","AGR","THND_PER","A","2011",42.575,"B"
"ISR","EMPINDUS","AGR","THND_PER","A","2012",38.65,
"ISR","EMPINDUS","AGR","THND_PER","A","2013",43.1,
"ISR","EMPINDUS","AGR","THND_PER","A","2014",39.88334,
"ISR","EMPINDUS","AGR","THND_PER","A","2015",37.725,
"ISR","EMPINDUS","AGR","THND_PER","A","2016",37.91667,
"ISR","EMPINDUS","AGR","THND_PER","A","2017",38.31667,
"ISR","EMPINDUS","AGR","THND_PER","A","2018",37.925,
"ISR","EMPINDUS","AGR","THND_PER","A","2019",37.875,
"ISR","EMPINDUS","AGR","THND_PER","A","2020",37,
"SVN","EMPINDUS","AGR","THND_PER","A","1998",108.7,
"SVN","EMPINDUS","AGR","THND_PER","A","1999",90.05,
"SVN","EMPINDUS","AGR","THND_PER","A","2000",88.8,
"SVN","EMPINDUS","AGR","THND_PER","A","2001",93.975,
"SVN","EMPINDUS","AGR","THND_PER","A","2002",83.5,
"SVN","EMPINDUS","AGR","THND_PER","A","2003",75.1,
"SVN","EMPINDUS","AGR","THND_PER","A","2004",92.225,"B"
"SVN","EMPINDUS","AGR","THND_PER","A","2005",86.125,
"SVN","EMPINDUS","AGR","THND_PER","A","2006",91.725,
"SVN","EMPINDUS","AGR","THND_PER","A","2007",96.35,
"SVN","EMPINDUS","AGR","THND_PER","A","2008",85.175,
"SVN","EMPINDUS","AGR","THND_PER","A","2009",88.975,
"SVN","EMPINDUS","AGR","THND_PER","A","2010",84.825,
"SVN","EMPINDUS","AGR","THND_PER","A","2011",80.1,
"SVN","EMPINDUS","AGR","THND_PER","A","2012",77.125,
"SVN","EMPINDUS","AGR","THND_PER","A","2013",76.625,
"SVN","EMPINDUS","AGR","THND_PER","A","2014",87.725,
"SVN","EMPINDUS","AGR","THND_PER","A","2015",64.15,
"SVN","EMPINDUS","AGR","THND_PER","A","2016",45.625,
"SVN","EMPINDUS","AGR","THND_PER","A","2017",53.025,
"SVN","EMPINDUS","AGR","THND_PER","A","2018",53.425,
"SVN","EMPINDUS","AGR","THND_PER","A","2019",41.85,
"SVN","EMPINDUS","AGR","THND_PER","A","2020",39.875,
"ZAF","EMPINDUS","AGR","THND_PER","A","2000",1362,
"ZAF","EMPINDUS","AGR","THND_PER","A","2001",915,
"ZAF","EMPINDUS","AGR","THND_PER","A","2002",1117,
"ZAF","EMPINDUS","AGR","THND_PER","A","2003",851,
"ZAF","EMPINDUS","AGR","THND_PER","A","2004",801,
"ZAF","EMPINDUS","AGR","THND_PER","A","2005",740,
"ZAF","EMPINDUS","AGR","THND_PER","A","2006",860,
"ZAF","EMPINDUS","AGR","THND_PER","A","2007",737,"B"
"ZAF","EMPINDUS","AGR","THND_PER","A","2008",818.6149,
"ZAF","EMPINDUS","AGR","THND_PER","A","2009",714.6481,
"ZAF","EMPINDUS","AGR","THND_PER","A","2010",665.2921,
"ZAF","EMPINDUS","AGR","THND_PER","A","2011",644.1343,
"ZAF","EMPINDUS","AGR","THND_PER","A","2012",696.2424,
"ZAF","EMPINDUS","AGR","THND_PER","A","2013",739.956,
"ZAF","EMPINDUS","AGR","THND_PER","A","2014",701.5057,
"ZAF","EMPINDUS","AGR","THND_PER","A","2015",879.5616,
"ZAF","EMPINDUS","AGR","THND_PER","A","2016",873.8795,
"ZAF","EMPINDUS","AGR","THND_PER","A","2017",842.5589,
"ZAF","EMPINDUS","AGR","THND_PER","A","2018",845.3767,
"ZAF","EMPINDUS","AGR","THND_PER","A","2019",861.0406,
"ZAF","EMPINDUS","AGR","THND_PER","A","2020",820.4554,
"OECD","EMPINDUS","AGR","THND_PER","A","2011",31868.04,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2012",31863.48,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2013",31346.24,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2014",30945.97,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2015",30803.59,"E"
"OECD","EMPINDUS","AGR","THND_PER","A","2016",30491.84,"E"
"OECD","EMPINDUS","AGR","THND_PER","A","2017",30790.69,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2018",30609.12,"B"
"OECD","EMPINDUS","AGR","THND_PER","A","2019",30080.57,"E"
"G-7","EMPINDUS","AGR","THND_PER","A","1998",10917.96,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","1999",10598.44,
"G-7","EMPINDUS","AGR","THND_PER","A","2000",9570.834,
"G-7","EMPINDUS","AGR","THND_PER","A","2001",9198.424,
"G-7","EMPINDUS","AGR","THND_PER","A","2002",8947.892,
"G-7","EMPINDUS","AGR","THND_PER","A","2003",8890.998,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2004",8588.767,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2005",8461.424,
"G-7","EMPINDUS","AGR","THND_PER","A","2006",8395.659,
"G-7","EMPINDUS","AGR","THND_PER","A","2007",8184.881,
"G-7","EMPINDUS","AGR","THND_PER","A","2008",7823.689,
"G-7","EMPINDUS","AGR","THND_PER","A","2009",7668.301,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2010",7677.468,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2011",7492.281,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2012",7345.83,
"G-7","EMPINDUS","AGR","THND_PER","A","2013",7162.413,"B"
"G-7","EMPINDUS","AGR","THND_PER","A","2014",7214.918,
"G-7","EMPINDUS","AGR","THND_PER","A","2015",7338.787,
"G-7","EMPINDUS","AGR","THND_PER","A","2016",7376.275,
"G-7","EMPINDUS","AGR","THND_PER","A","2017",7280.866,
"G-7","EMPINDUS","AGR","THND_PER","A","2018",7286.345,
"G-7","EMPINDUS","AGR","THND_PER","A","2019",7292.905,
"EA19","EMPINDUS","AGR","THND_PER","A","2000",6457.8,
"EA19","EMPINDUS","AGR","THND_PER","A","2001",6428.3,
"EA19","EMPINDUS","AGR","THND_PER","A","2002",6264.8,
"EA19","EMPINDUS","AGR","THND_PER","A","2003",6241.6,
"EA19","EMPINDUS","AGR","THND_PER","A","2004",5864.5,"B"
"EA19","EMPINDUS","AGR","THND_PER","A","2005",5895.45,
"EA19","EMPINDUS","AGR","THND_PER","A","2006",5878.425,
"EA19","EMPINDUS","AGR","THND_PER","A","2007",5743.9,"B"
"EA19","EMPINDUS","AGR","THND_PER","A","2008",5362.325,
"EA19","EMPINDUS","AGR","THND_PER","A","2009",5284.175,
"EA19","EMPINDUS","AGR","THND_PER","A","2010",5202.9,
"EA19","EMPINDUS","AGR","THND_PER","A","2011",5013.625,
"EA19","EMPINDUS","AGR","THND_PER","A","2012",4951.45,
"EA19","EMPINDUS","AGR","THND_PER","A","2013",4827.925,
"EA19","EMPINDUS","AGR","THND_PER","A","2014",4772.675,
"EA19","EMPINDUS","AGR","THND_PER","A","2015",4666.425,
"EA19","EMPINDUS","AGR","THND_PER","A","2016",4683.3,
"EA19","EMPINDUS","AGR","THND_PER","A","2017",4597.575,
"EA19","EMPINDUS","AGR","THND_PER","A","2018",4522.225,
"EA19","EMPINDUS","AGR","THND_PER","A","2019",4488.15,
"EA19","EMPINDUS","AGR","THND_PER","A","2020",4370.75,
"LVA","EMPINDUS","AGR","THND_PER","A","2008",83.925,
"LVA","EMPINDUS","AGR","THND_PER","A","2009",79.475,
"LVA","EMPINDUS","AGR","THND_PER","A","2010",73.275,
"LVA","EMPINDUS","AGR","THND_PER","A","2011",76.625,
"LVA","EMPINDUS","AGR","THND_PER","A","2012",73.275,
"LVA","EMPINDUS","AGR","THND_PER","A","2013",71.975,
"LVA","EMPINDUS","AGR","THND_PER","A","2014",66.35,
"LVA","EMPINDUS","AGR","THND_PER","A","2015",71.1,
"LVA","EMPINDUS","AGR","THND_PER","A","2016",68.65,
"LVA","EMPINDUS","AGR","THND_PER","A","2017",61.425,
"LVA","EMPINDUS","AGR","THND_PER","A","2018",63.3,
"LVA","EMPINDUS","AGR","THND_PER","A","2019",66.25,
"LVA","EMPINDUS","AGR","THND_PER","A","2020",64.325,
"LTU","EMPINDUS","AGR","THND_PER","A","2008",115.1,
"LTU","EMPINDUS","AGR","THND_PER","A","2009",118.35,
"LTU","EMPINDUS","AGR","THND_PER","A","2010",110.175,
"LTU","EMPINDUS","AGR","THND_PER","A","2011",106.4,
"LTU","EMPINDUS","AGR","THND_PER","A","2012",112.225,
"LTU","EMPINDUS","AGR","THND_PER","A","2013",108.9,
"LTU","EMPINDUS","AGR","THND_PER","A","2014",120.9,
"LTU","EMPINDUS","AGR","THND_PER","A","2015",121.075,
"LTU","EMPINDUS","AGR","THND_PER","A","2016",108.55,
"LTU","EMPINDUS","AGR","THND_PER","A","2017",105.45,
"LTU","EMPINDUS","AGR","THND_PER","A","2018",98.725,
"LTU","EMPINDUS","AGR","THND_PER","A","2019",88.725,
"LTU","EMPINDUS","AGR","THND_PER","A","2020",77.275,
"COL","EMPINDUS","AGR","THND_PER","A","2007",3141.656,
"COL","EMPINDUS","AGR","THND_PER","A","2008",3176.163,
"COL","EMPINDUS","AGR","THND_PER","A","2009",3440.403,
"COL","EMPINDUS","AGR","THND_PER","A","2010",3561.318,
